GENE_FROM	MRNA_FROM	CHROM_FROM	START_FROM	STOP_FROM	STRAND_FROM	GENE_TO	MRNA_TO	START_TO	STOP_TO	STRAND_TO	SINGLE_MATCH
estExt_fgenesh1_pg.C_10970.5	bden_t_34177	bdenJAM81_scaffold_1	2903738	2905988	1	BDEG_01088	BDET_01092	bden_JEL423_supercont1.1	2913894	2916103	-1	yes
GP3.085160.5	bden_t_92957	bdenJAM81_scaffold_30	10851	11435	1						NO_SYNTENIC_ALIGNMENT
estExt_fgenesh1_kg.C_160025.5	bden_t_37509	bdenJAM81_scaffold_16	498931	499697	1	BDEG_08307	BDET_08332	bden_JEL423_supercont1.15	499452	499889	-1	yes
GP3.027730.5	bden_t_87214	bdenJAM81_scaffold_3	118635	119276	1	BDEG_03906	BDET_03916	bden_JEL423_supercont1.5	114589	115230	-1	yes
estExt_fgenesh1_pg.C_30153.5	bden_t_34564	bdenJAM81_scaffold_3	479574	485522	1	BDEG_04039	BDET_04049	bden_JEL423_supercont1.5	480695	485648	-1	yes
fgenesh1_pg.C_scaffold_2000058.5	bden_t_22671	bdenJAM81_scaffold_2	180771	181534	-1	BDEG_03809	BDET_03818	bden_JEL423_supercont1.4	1644688	1645451	-1	yes
fgenesh1_pg.C_scaffold_2000283.5	bden_t_22896	bdenJAM81_scaffold_2	874678	879017	1	BDEG_03544	BDET_03552	bden_JEL423_supercont1.4	937180	937906	-1	no
fgenesh1_pg.C_scaffold_2000283.5	bden_t_22896	bdenJAM81_scaffold_2	874678	879017	1	BDEG_03545	BDET_03553	bden_JEL423_supercont1.4	938279	939530	-1	no
estExt_fgenesh1_kg.C_40044.5	bden_t_36811	bdenJAM81_scaffold_4	550960	552258	1	BDEG_02334	BDET_02340	bden_JEL423_supercont1.2	1727435	1728692	-1	yes
GP3.086320.5	bden_t_93073	bdenJAM81_scaffold_66	48	677	1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_4000164.5	bden_t_23925	bdenJAM81_scaffold_4	507152	507898	-1	BDEG_02353	BDET_02360	bden_JEL423_supercont1.2	1771805	1772551	-1	yes
GP3.075330.5	bden_t_91974	bdenJAM81_scaffold_15	549108	549968	-1						NO_GENES_IN_INTERVAL
estExt_fgenesh1_kg.C_10028.5	bden_t_36345	bdenJAM81_scaffold_1	327165	330204	1	BDEG_00127	BDET_00127	bden_JEL423_supercont1.1	332519	335811	-1	yes
fgenesh1_pg.C_scaffold_1000337.5	bden_t_21464	bdenJAM81_scaffold_1	996446	996865	-1	BDEG_00370	BDET_00372	bden_JEL423_supercont1.1	994865	995284	-1	yes
e_gw1.4.324.1.5	bden_t_10605	bdenJAM81_scaffold_4	1370920	1372098	1	BDEG_02023	BDET_02027	bden_JEL423_supercont1.2	918733	920151	-1	yes
estExt_fgenesh1_pg.C_40339.5	bden_t_34848	bdenJAM81_scaffold_4	1003869	1006391	-1	BDEG_02146	BDET_02151	bden_JEL423_supercont1.2	1271501	1273916	-1	yes
e_gw1.4.187.1.5	bden_t_10767	bdenJAM81_scaffold_4	913937	916468	1	BDEG_02184	BDET_02189	bden_JEL423_supercont1.2	1361477	1364040	-1	yes
fgenesh1_pg.C_scaffold_1000057.5	bden_t_21184	bdenJAM81_scaffold_1	171631	172409	-1	BDEG_00062	BDET_00062	bden_JEL423_supercont1.1	178101	178504	-1	yes
GP3.061240.5	bden_t_90565	bdenJAM81_scaffold_10	558760	560232	-1	BDEG_06986	BDET_07005	bden_JEL423_supercont1.11	543413	544668	-1	yes
estExt_fgenesh1_pg.C_110111.5	bden_t_35763	bdenJAM81_scaffold_11	352314	353528	-1	BDEG_07622	BDET_07642	bden_JEL423_supercont1.13	322778	323986	-1	yes
GP3.080810.5	bden_t_92522	bdenJAM81_scaffold_18	106441	108457	1	BDEG_03037	BDET_03045	bden_JEL423_supercont1.3	1374153	1376168	-1	no
GP3.080810.5	bden_t_92522	bdenJAM81_scaffold_18	106441	108457	1	BDEG_03038	BDET_03046	bden_JEL423_supercont1.3	1376167	1377642	-1	no
fgenesh1_pg.C_scaffold_18000043.5	bden_t_28390	bdenJAM81_scaffold_18	134730	135861	-1	BDEG_03046	BDET_03054	bden_JEL423_supercont1.3	1402433	1403009	-1	yes
fgenesh1_pg.C_scaffold_16000154.5	bden_t_28124	bdenJAM81_scaffold_16	409945	412552	1	BDEG_08271	BDET_08296	bden_JEL423_supercont1.15	407072	409679	-1	yes
fgenesh1_pg.C_scaffold_17000007.5	bden_t_28180	bdenJAM81_scaffold_17	36786	37397	1	BDEG_08520	BDET_08545	bden_JEL423_supercont1.16	484098	484994	-1	yes
fgenesh1_pg.C_scaffold_15000027.5	bden_t_27803	bdenJAM81_scaffold_15	101961	102497	-1	BDEG_08074	BDET_08097	bden_JEL423_supercont1.14	781620	782105	-1	yes
fgenesh1_pg.C_scaffold_4000421.5	bden_t_24182	bdenJAM81_scaffold_4	1285763	1289013	1	BDEG_02054	BDET_02058	bden_JEL423_supercont1.2	1002044	1004290	-1	no
fgenesh1_pg.C_scaffold_4000421.5	bden_t_24182	bdenJAM81_scaffold_4	1285763	1289013	1	BDEG_02055	BDET_02059	bden_JEL423_supercont1.2	1004602	1005294	-1	no
estExt_fgenesh1_pg.C_110083.5	bden_t_35752	bdenJAM81_scaffold_11	270288	272225	1	BDEG_07591	BDET_07611	bden_JEL423_supercont1.13	240753	242690	-1	yes
GP3.032410.5	bden_t_87682	bdenJAM81_scaffold_4	1070411	1071679	-1	BDEG_02131	BDET_02136	bden_JEL423_supercont1.2	1217043	1218803	-1	yes
GP3.013820.5	bden_t_85823	bdenJAM81_scaffold_1	1842183	1843207	1	BDEG_00694	BDET_00698	bden_JEL423_supercont1.1	1837505	1838140	-1	yes
e_gw1.167.2.1.5	bden_t_15172	bdenJAM81_scaffold_167	345	1427	1						NO_SYNTENIC_ALIGNMENT
GP3.025280.5	bden_t_86969	bdenJAM81_scaffold_3	1294735	1299102	-1	BDEG_04337	BDET_04351	bden_JEL423_supercont1.5	1295281	1299648	-1	yes
GP3.075410.5	bden_t_91982	bdenJAM81_scaffold_15	458597	458989	-1	BDEG_07923	BDET_07945	bden_JEL423_supercont1.14	411765	412157	-1	yes
estExt_fgenesh1_kg.C_150018.5	bden_t_37471	bdenJAM81_scaffold_15	270630	272258	-1	BDEG_07989	BDET_08011	bden_JEL423_supercont1.14	599162	600585	-1	yes
fgenesh1_pg.C_scaffold_5000096.5	bden_t_24380	bdenJAM81_scaffold_5	404540	406339	1	BDEG_05152	BDET_05167	bden_JEL423_supercont1.7	248829	250515	-1	yes
GP3.021600.5	bden_t_86601	bdenJAM81_scaffold_2	509133	510008	1	BDEG_03667	BDET_03676	bden_JEL423_supercont1.4	1306172	1307047	-1	yes
estExt_fgenesh1_pg.C_100097.5	bden_t_35643	bdenJAM81_scaffold_10	315003	317608	-1	BDEG_06873	BDET_06892	bden_JEL423_supercont1.11	287714	289510	-1	yes
estExt_fgenesh1_kg.C_100032.5	bden_t_37246	bdenJAM81_scaffold_10	397430	399094	1	BDEG_06913	BDET_06932	bden_JEL423_supercont1.11	370649	371665	-1	yes
GP3.023560.5	bden_t_86797	bdenJAM81_scaffold_3	422097	422983	-1	BDEG_04018	BDET_04028	bden_JEL423_supercont1.5	422240	423060	-1	yes
fgenesh1_pg.C_scaffold_1000193.5	bden_t_21320	bdenJAM81_scaffold_1	575442	579537	-1	BDEG_00213	BDET_00215	bden_JEL423_supercont1.1	581201	583412	-1	no
fgenesh1_pg.C_scaffold_1000193.5	bden_t_21320	bdenJAM81_scaffold_1	575442	579537	-1	BDEG_00214	BDET_00216	bden_JEL423_supercont1.1	583983	585144	-1	no
fgenesh1_pg.C_scaffold_4000014.5	bden_t_23775	bdenJAM81_scaffold_4	42941	43831	1						NO_SYNTENIC_ALIGNMENT
estExt_Genewise1.C_40222.5	bden_t_16284	bdenJAM81_scaffold_4	674416	676418	-1	BDEG_02283	BDET_02288	bden_JEL423_supercont1.2	1600697	1603476	-1	yes
fgenesh1_pg.C_scaffold_12000149.5	bden_t_27200	bdenJAM81_scaffold_12	480164	482226	-1	BDEG_07387	BDET_07407	bden_JEL423_supercont1.12	625011	626662	-1	yes
fgenesh1_pg.C_scaffold_7000389.5	bden_t_25637	bdenJAM81_scaffold_7	1218382	1221120	-1	BDEG_02970	BDET_02978	bden_JEL423_supercont1.3	1199829	1201899	-1	yes
GP3.061480.5	bden_t_90589	bdenJAM81_scaffold_10	327190	327869	-1	BDEG_06879	BDET_06898	bden_JEL423_supercont1.11	299139	300549	-1	yes
GP3.014360.5	bden_t_85877	bdenJAM81_scaffold_1	2585595	2586548	1	BDEG_00975	BDET_00979	bden_JEL423_supercont1.1	2593856	2594916	-1	yes
fgenesh1_pm.C_scaffold_1000306.5	bden_t_29368	bdenJAM81_scaffold_1	3636010	3637392	-1	BDEG_01371	BDET_01375	bden_JEL423_supercont1.1	3662279	3664762	-1	yes
GP3.038750.5	bden_t_88316	bdenJAM81_scaffold_5	247839	248174	1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_10000281.5	bden_t_26694	bdenJAM81_scaffold_10	835271	836269	-1	BDEG_07099	BDET_07118	bden_JEL423_supercont1.11	820269	821267	-1	yes
GP3.010070.5	bden_t_85448	bdenJAM81_scaffold_1	1891458	1895326	-1	BDEG_00716	BDET_00720	bden_JEL423_supercont1.1	1887029	1890353	-1	yes
e_gw1.6.113.1.5	bden_t_11307	bdenJAM81_scaffold_6	595515	598023	-1	BDEG_04832	BDET_04846	bden_JEL423_supercont1.6	955184	957903	-1	yes
fgenesh1_pg.C_scaffold_9000209.5	bden_t_26297	bdenJAM81_scaffold_9	735529	736134	1	BDEG_05720	BDET_05737	bden_JEL423_supercont1.8	336079	338762	-1	yes
e_gw1.4.252.1.5	bden_t_10743	bdenJAM81_scaffold_4	1588992	1590241	1	BDEG_01933	BDET_01937	bden_JEL423_supercont1.2	684278	685527	-1	yes
GP3.058300.5	bden_t_90271	bdenJAM81_scaffold_9	248093	248746	1	BDEG_05892	BDET_05909	bden_JEL423_supercont1.8	837177	837830	-1	yes
GP3.075630.5	bden_t_92004	bdenJAM81_scaffold_15	229450	230491	-1	BDEG_08006	BDET_08028	bden_JEL423_supercont1.14	639904	641740	-1	yes
fgenesh1_pg.C_scaffold_8000043.5	bden_t_25711	bdenJAM81_scaffold_8	154104	156483	-1	BDEG_07174	BDET_07193	bden_JEL423_supercont1.12	33620	35999	-1	yes
fgenesh1_pg.C_scaffold_1000566.5	bden_t_21693	bdenJAM81_scaffold_1	1666820	1667733	-1	BDEG_00618	BDET_00621	bden_JEL423_supercont1.1	1659268	1660145	-1	yes
e_gw1.18.92.1.5	bden_t_14752	bdenJAM81_scaffold_18	355391	356635	-1	BDEG_03131	BDET_03139	bden_JEL423_supercont1.3	1623111	1624996	-1	yes
fgenesh1_pg.C_scaffold_18000118.5	bden_t_28465	bdenJAM81_scaffold_18	381273	384120	-1	BDEG_03142	BDET_03150	bden_JEL423_supercont1.3	1657091	1657936	-1	no
fgenesh1_pg.C_scaffold_18000118.5	bden_t_28465	bdenJAM81_scaffold_18	381273	384120	-1	BDEG_03143	BDET_03151	bden_JEL423_supercont1.3	1658292	1658703	-1	no
fgenesh1_pg.C_scaffold_18000118.5	bden_t_28465	bdenJAM81_scaffold_18	381273	384120	-1	BDEG_03144	BDET_03152	bden_JEL423_supercont1.3	1661458	1661882	-1	no
fgenesh1_pg.C_scaffold_18000118.5	bden_t_28465	bdenJAM81_scaffold_18	381273	384120	-1	BDEG_03140	BDET_03148	bden_JEL423_supercont1.3	1651547	1652362	-1	no
fgenesh1_pg.C_scaffold_18000118.5	bden_t_28465	bdenJAM81_scaffold_18	381273	384120	-1	BDEG_03141	BDET_03149	bden_JEL423_supercont1.3	1653594	1654570	-1	no
fgenesh1_pg.C_scaffold_18000118.5	bden_t_28465	bdenJAM81_scaffold_18	381273	384120	-1	BDEG_03139	BDET_03147	bden_JEL423_supercont1.3	1649124	1650492	-1	no
GP3.003490.5	bden_t_84790	bdenJAM81_scaffold_1	1875517	1879361	1	BDEG_00711	BDET_00715	bden_JEL423_supercont1.1	1870463	1874264	-1	yes
e_gw1.3.109.1.5	bden_t_10147	bdenJAM81_scaffold_3	1447150	1449579	-1	BDEG_04390	BDET_04404	bden_JEL423_supercont1.5	1449116	1451250	-1	yes
estExt_fgenesh1_kg.C_40070.5	bden_t_36834	bdenJAM81_scaffold_4	851207	852482	-1	BDEG_02210	BDET_02215	bden_JEL423_supercont1.2	1424598	1426786	-1	yes
fgenesh1_pg.C_scaffold_8000277.5	bden_t_25945	bdenJAM81_scaffold_8	832668	833624	-1	BDEG_06130	BDET_06147	bden_JEL423_supercont1.9	433042	434038	-1	yes
GP3.067360.5	bden_t_91177	bdenJAM81_scaffold_12	686657	688376	-1	BDEG_07473	BDET_07493	bden_JEL423_supercont1.12	842071	843398	-1	yes
e_gw1.14.165.1.5	bden_t_14181	bdenJAM81_scaffold_14	154049	154885	1	BDEG_01874	BDET_01878	bden_JEL423_supercont1.2	526144	527144	-1	yes
fgenesh1_pg.C_scaffold_16000157.5	bden_t_28127	bdenJAM81_scaffold_16	420828	421415	1	BDEG_08275	BDET_08300	bden_JEL423_supercont1.15	417957	418620	-1	yes
fgenesh1_pg.C_scaffold_6000376.5	bden_t_25147	bdenJAM81_scaffold_6	1141158	1142225	-1	BDEG_04625	BDET_04639	bden_JEL423_supercont1.6	413949	415016	-1	yes
GP3.050990.5	bden_t_89540	bdenJAM81_scaffold_8	449459	450377	1	BDEG_06282	BDET_06299	bden_JEL423_supercont1.9	829833	830751	-1	yes
GP3.043940.5	bden_t_88835	bdenJAM81_scaffold_6	214068	216689	-1	BDEG_04991	BDET_05006	bden_JEL423_supercont1.6	1342473	1345094	-1	yes
fgenesh1_kg.C_scaffold_9000078.5	bden_t_32086	bdenJAM81_scaffold_9	1034387	1035207	-1	BDEG_05598	BDET_05615	bden_JEL423_supercont1.8	38578	39068	-1	yes
gw1.12.228.1.5	bden_t_7506	bdenJAM81_scaffold_12	249423	249909	1	BDEG_07307	BDET_07327	bden_JEL423_supercont1.12	393804	394417	-1	yes
GP3.058240.5	bden_t_90265	bdenJAM81_scaffold_9	190392	191471	1	BDEG_08619	BDET_08644	bden_JEL423_supercont1.19	48655	49392	-1	yes
GP3.008450.5	bden_t_85286	bdenJAM81_scaffold_1	3578708	3581544	-1	BDEG_01352	BDET_01356	bden_JEL423_supercont1.1	3606369	3609205	-1	yes
fgenesh1_pg.C_scaffold_2000013.5	bden_t_22626	bdenJAM81_scaffold_2	47044	48401	1						NO_GENES_IN_INTERVAL
GP3.037310.5	bden_t_88172	bdenJAM81_scaffold_5	1310636	1314142	-1	BDEG_05493	BDET_05510	bden_JEL423_supercont1.7	1154032	1157505	-1	yes
fgenesh1_pg.C_scaffold_1001421.5	bden_t_22548	bdenJAM81_scaffold_1	4244692	4247037	-1	BDEG_01598	BDET_01602	bden_JEL423_supercont1.1	4272723	4274860	-1	yes
estExt_fgenesh1_pg.C_40020.5	bden_t_34708	bdenJAM81_scaffold_4	51284	52490	1	BDEG_02521	BDET_02528	bden_JEL423_supercont1.2	2236280	2236923	-1	no
estExt_fgenesh1_pg.C_40020.5	bden_t_34708	bdenJAM81_scaffold_4	51284	52490	1	BDEG_02520	BDET_02527	bden_JEL423_supercont1.2	2235154	2236121	-1	no
GP3.050680.5	bden_t_89509	bdenJAM81_scaffold_8	305176	308369	1	BDEG_06346	BDET_06363	bden_JEL423_supercont1.9	972212	975164	-1	yes
estExt_Genewise1Plus.C_10057.5	bden_t_18163	bdenJAM81_scaffold_1	129035	130033	1	BDEG_00047	BDET_00047	bden_JEL423_supercont1.1	135093	136303	-1	yes
fgenesh1_pg.C_scaffold_16000085.5	bden_t_28055	bdenJAM81_scaffold_16	236137	239179	1	BDEG_08166	BDET_08190	bden_JEL423_supercont1.15	145181	148223	-1	yes
fgenesh1_pg.C_scaffold_4000154.5	bden_t_23915	bdenJAM81_scaffold_4	476436	477599	-1	BDEG_02364	BDET_02371	bden_JEL423_supercont1.2	1801194	1802206	-1	yes
GP3.034960.5	bden_t_87937	bdenJAM81_scaffold_5	54330	55996	1						NO_SYNTENIC_ALIGNMENT
GP3.059370.5	bden_t_90378	bdenJAM81_scaffold_10	192524	195897	1	BDEG_06824	BDET_06843	bden_JEL423_supercont1.11	161788	166230	-1	yes
GP3.086540.5	bden_t_93095	bdenJAM81_scaffold_71	9566	9844	1						NO_SYNTENIC_ALIGNMENT
e_gw1.3.1.1.5	bden_t_10013	bdenJAM81_scaffold_3	593970	600435	1	BDEG_04071	BDET_04081	bden_JEL423_supercont1.5	593022	596833	-1	no
e_gw1.3.1.1.5	bden_t_10013	bdenJAM81_scaffold_3	593970	600435	1	BDEG_04072	BDET_04082	bden_JEL423_supercont1.5	597175	606859	-1	no
estExt_fgenesh1_pg.C_130237.5	bden_t_35978	bdenJAM81_scaffold_13	691589	694368	-1	BDEG_06489	BDET_06507	bden_JEL423_supercont1.10	321922	324676	-1	yes
e_gw1.16.96.1.5	bden_t_14424	bdenJAM81_scaffold_16	377091	378599	1	BDEG_08102	BDET_08125	bden_JEL423_supercont1.15	5495	7099	-1	yes
GP3.055660.5	bden_t_90007	bdenJAM81_scaffold_9	391814	394618	-1	BDEG_05843	BDET_05860	bden_JEL423_supercont1.8	683492	685816	-1	yes
GP3.062690.5	bden_t_90710	bdenJAM81_scaffold_10	817927	821150	1	BDEG_07094	BDET_07113	bden_JEL423_supercont1.11	802925	806148	-1	yes
fgenesh1_pm.C_scaffold_18000002.5	bden_t_30887	bdenJAM81_scaffold_18	40388	42899	-1	BDEG_03012	BDET_03020	bden_JEL423_supercont1.3	1312310	1314548	-1	yes
gw1.16.196.1.5	bden_t_6166	bdenJAM81_scaffold_16	456196	456675	-1						NO_GENES_IN_INTERVAL
GP3.079590.5	bden_t_92400	bdenJAM81_scaffold_17	383905	387955	-1	BDEG_08381	BDET_08406	bden_JEL423_supercont1.16	123464	124438	-1	no
GP3.079590.5	bden_t_92400	bdenJAM81_scaffold_17	383905	387955	-1	BDEG_08382	BDET_08407	bden_JEL423_supercont1.16	124918	127514	-1	no
fgenesh1_pg.C_scaffold_4000387.5	bden_t_24148	bdenJAM81_scaffold_4	1154686	1155704	-1	BDEG_02099	BDET_02103	bden_JEL423_supercont1.2	1133016	1134034	-1	yes
GP3.032660.5	bden_t_87707	bdenJAM81_scaffold_4	757495	760671	-1	BDEG_02253	BDET_02258	bden_JEL423_supercont1.2	1517298	1520474	-1	yes
estExt_fgenesh1_kg.C_120031.5	bden_t_37348	bdenJAM81_scaffold_12	453201	453969	1	BDEG_07383	BDET_07403	bden_JEL423_supercont1.12	597910	599476	-1	yes
GP3.079650.5	bden_t_92406	bdenJAM81_scaffold_17	305215	309319	-1	BDEG_08414	BDET_08439	bden_JEL423_supercont1.16	209524	213003	-1	yes
GP3.014590.5	bden_t_85900	bdenJAM81_scaffold_1	2868325	2869200	1	BDEG_01077	BDET_01081	bden_JEL423_supercont1.1	2878450	2879213	-1	yes
estExt_fgenesh1_pg.C_20071.5	bden_t_34353	bdenJAM81_scaffold_2	216247	217655	1	BDEG_03793	BDET_03802	bden_JEL423_supercont1.4	1608611	1609974	-1	yes
estExt_fgenesh1_pm.C_10041.5	bden_t_32609	bdenJAM81_scaffold_1	482699	483812	-1	BDEG_00182	BDET_00183	bden_JEL423_supercont1.1	487079	489447	-1	yes
e_gw1.7.31.1.5	bden_t_11902	bdenJAM81_scaffold_7	385762	388530	1	BDEG_02672	BDET_02679	bden_JEL423_supercont1.3	378245	381347	-1	yes
GP3.085030.5	bden_t_92944	bdenJAM81_scaffold_26	14950	16354	1						NO_SYNTENIC_ALIGNMENT
GP3.049060.5	bden_t_89347	bdenJAM81_scaffold_7	44877	45398	-1	BDEG_02552	BDET_02559	bden_JEL423_supercont1.3	34796	35275	-1	yes
GP3.000130.5	bden_t_84454	bdenJAM81_scaffold_1	97783	99448	-1	BDEG_00034	BDET_00034	bden_JEL423_supercont1.1	104062	105534	-1	yes
gw1.13.79.1.5	bden_t_2048	bdenJAM81_scaffold_13	518328	519561	-1	BDEG_06561	BDET_06579	bden_JEL423_supercont1.10	496364	498629	-1	yes
GP3.082260.5	bden_t_92667	bdenJAM81_scaffold_18	295273	298557	1	BDEG_03110	BDET_03118	bden_JEL423_supercont1.3	1563123	1566407	-1	yes
fgenesh1_pg.C_scaffold_4000256.5	bden_t_24017	bdenJAM81_scaffold_4	764036	766180	1	BDEG_02250	BDET_02255	bden_JEL423_supercont1.2	1512147	1513933	-1	yes
fgenesh1_pg.C_scaffold_16000166.5	bden_t_28136	bdenJAM81_scaffold_16	445279	447725	-1	BDEG_08284	BDET_08309	bden_JEL423_supercont1.15	442408	444620	-1	yes
fgenesh1_pg.C_scaffold_18000006.5	bden_t_28353	bdenJAM81_scaffold_18	21310	22958	1	BDEG_03006	BDET_03014	bden_JEL423_supercont1.3	1293734	1295091	-1	yes
fgenesh1_pg.C_scaffold_18000079.5	bden_t_28426	bdenJAM81_scaffold_18	246494	247291	1	BDEG_03088	BDET_03096	bden_JEL423_supercont1.3	1514364	1515161	-1	yes
GP3.085240.5	bden_t_92965	bdenJAM81_scaffold_32	13715	14235	-1	BDEG_07829	BDET_07850	bden_JEL423_supercont1.13	858966	859486	-1	yes
estExt_fgenesh1_pg.C_40493.5	bden_t_34911	bdenJAM81_scaffold_4	1523953	1527697	-1	BDEG_01963	BDET_01967	bden_JEL423_supercont1.2	763284	766623	-1	yes
fgenesh1_pg.C_scaffold_8000014.5	bden_t_25682	bdenJAM81_scaffold_8	65754	67107	-1	BDEG_07210	BDET_07229	bden_JEL423_supercont1.12	124599	125120	-1	yes
GP3.048880.5	bden_t_89329	bdenJAM81_scaffold_7	200807	201725	-1	BDEG_02606	BDET_02613	bden_JEL423_supercont1.3	192666	193584	-1	yes
fgenesh1_pg.C_scaffold_1000536.5	bden_t_21663	bdenJAM81_scaffold_1	1590280	1593052	-1	BDEG_00586	BDET_00589	bden_JEL423_supercont1.1	1582895	1585667	-1	yes
GP3.039750.5	bden_t_88416	bdenJAM81_scaffold_5	1099312	1099608	1	BDEG_05405	BDET_05422	bden_JEL423_supercont1.7	942592	944497	-1	yes
estExt_fgenesh1_pg.C_140171.5	bden_t_36048	bdenJAM81_scaffold_14	519280	522769	-1	BDEG_01743	BDET_01747	bden_JEL423_supercont1.2	175010	177678	-1	yes
GP3.049390.5	bden_t_89380	bdenJAM81_scaffold_7	253139	254963	1	BDEG_02626	BDET_02633	bden_JEL423_supercont1.3	245495	247018	-1	yes
GP3.040310.5	bden_t_88472	bdenJAM81_scaffold_5	1509421	1510724	1						NO_GENES_IN_INTERVAL
estExt_fgenesh1_pg.C_100198.5	bden_t_35687	bdenJAM81_scaffold_10	613632	615293	1	BDEG_07008	BDET_07027	bden_JEL423_supercont1.11	598065	599560	-1	yes
estExt_fgenesh1_pg.C_10134.5	bden_t_33907	bdenJAM81_scaffold_1	394303	395749	-1	BDEG_00151	BDET_00151	bden_JEL423_supercont1.1	399980	400670	-1	yes
estExt_Genewise1.C_40437.5	bden_t_16384	bdenJAM81_scaffold_4	1347420	1348723	1	BDEG_02033	BDET_02037	bden_JEL423_supercont1.2	942337	943637	-1	yes
GP3.071090.5	bden_t_91550	bdenJAM81_scaffold_13	64513	66285	1	BDEG_06741	BDET_06759	bden_JEL423_supercont1.10	947478	948961	-1	yes
gw1.1.597.1.5	bden_t_3104	bdenJAM81_scaffold_1	29086	30404	-1	BDEG_00011	BDET_00011	bden_JEL423_supercont1.1	34580	36303	-1	yes
fgenesh1_pg.C_scaffold_1000382.5	bden_t_21509	bdenJAM81_scaffold_1	1113426	1115145	1	BDEG_00416	BDET_00418	bden_JEL423_supercont1.1	1111737	1112486	-1	yes
GP3.055470.5	bden_t_89988	bdenJAM81_scaffold_9	216892	221396	1	BDEG_05901	BDET_05918	bden_JEL423_supercont1.8	864529	869033	-1	yes
e_gw1.17.48.1.5	bden_t_14620	bdenJAM81_scaffold_17	127845	129550	-1	BDEG_08485	BDET_08510	bden_JEL423_supercont1.16	391717	394724	-1	yes
fgenesh1_pg.C_scaffold_3000403.5	bden_t_23607	bdenJAM81_scaffold_3	1231549	1232893	1	BDEG_04316	BDET_04330	bden_JEL423_supercont1.5	1232078	1233422	-1	yes
estExt_fgenesh1_pg.C_140205.5	bden_t_36064	bdenJAM81_scaffold_14	638648	641102	-1	BDEG_01696	BDET_01700	bden_JEL423_supercont1.2	61192	63405	-1	yes
GP3.051280.5	bden_t_89569	bdenJAM81_scaffold_8	616041	619299	1	BDEG_06209	BDET_06226	bden_JEL423_supercont1.9	649235	652444	-1	yes
fgenesh1_pg.C_scaffold_18000170.5	bden_t_28517	bdenJAM81_scaffold_18	530148	530855	1						NO_SYNTENIC_ALIGNMENT
GP3.087640.5	bden_t_93205	bdenJAM81_scaffold_121	2972	4591	-1						NO_SYNTENIC_ALIGNMENT
GP3.048470.5	bden_t_89288	bdenJAM81_scaffold_7	680894	682068	-1	BDEG_02783	BDET_02790	bden_JEL423_supercont1.3	673953	675127	-1	yes
e_gw1.4.46.1.5	bden_t_10517	bdenJAM81_scaffold_4	478180	480582	1	BDEG_02363	BDET_02370	bden_JEL423_supercont1.2	1798060	1800834	-1	yes
GP3.079580.5	bden_t_92399	bdenJAM81_scaffold_17	389189	390426	-1	BDEG_08380	BDET_08405	bden_JEL423_supercont1.16	120993	122230	-1	yes
GP3.001590.5	bden_t_84600	bdenJAM81_scaffold_1	858551	859974	1	BDEG_00318	BDET_00320	bden_JEL423_supercont1.1	855381	856794	-1	yes
fgenesh1_pg.C_scaffold_22000001.5	bden_t_28691	bdenJAM81_scaffold_22	1112	2234	-1	BDEG_07504	BDET_07524	bden_JEL423_supercont1.12	929402	930524	-1	yes
GP3.000840.5	bden_t_84525	bdenJAM81_scaffold_1	446334	447377	-1	BDEG_00171	BDET_00172	bden_JEL423_supercont1.1	451968	453011	-1	yes
fgenesh1_pg.C_scaffold_11000143.5	bden_t_26888	bdenJAM81_scaffold_11	453107	453570	1	BDEG_07658	BDET_07678	bden_JEL423_supercont1.13	422779	423242	-1	yes
estExt_fgenesh1_pg.C_20256.5	bden_t_34404	bdenJAM81_scaffold_2	781076	795107	-1	BDEG_03574	BDET_03582	bden_JEL423_supercont1.4	1020837	1035010	-1	yes
e_gw1.2.16.1.5	bden_t_9692	bdenJAM81_scaffold_2	1687408	1692321	-1	BDEG_03255	BDET_03263	bden_JEL423_supercont1.4	121645	126591	-1	yes
fgenesh1_pg.C_scaffold_10000032.5	bden_t_26445	bdenJAM81_scaffold_10	116825	122696	1	BDEG_06791	BDET_06810	bden_JEL423_supercont1.11	86053	87911	-1	no
fgenesh1_pg.C_scaffold_10000032.5	bden_t_26445	bdenJAM81_scaffold_10	116825	122696	1	BDEG_06792	BDET_06811	bden_JEL423_supercont1.11	88211	91924	-1	no
e_gw1.5.389.1.5	bden_t_11296	bdenJAM81_scaffold_5	328104	329050	1	BDEG_05126	BDET_05141	bden_JEL423_supercont1.7	171651	172444	-1	yes
e_gw1.12.206.1.5	bden_t_13532	bdenJAM81_scaffold_12	554585	555899	-1	BDEG_07419	BDET_07439	bden_JEL423_supercont1.12	705102	706416	-1	yes
fgenesh1_pg.C_scaffold_3000223.5	bden_t_23427	bdenJAM81_scaffold_3	731371	732426	-1	BDEG_04124	BDET_04135	bden_JEL423_supercont1.5	731111	733148	-1	yes
gw1.15.144.1.5	bden_t_5372	bdenJAM81_scaffold_15	388988	389548	-1	BDEG_07944	BDET_07966	bden_JEL423_supercont1.14	481413	482003	-1	yes
