GLEAN_PASA	MRNA_FROM	CHROM	START_FROM	STOP_FROM	STRAND_FROM	JGI	MRNA_TO	START_TO	STOP_TO	STRAND_TO	SINGLE_MATCH
GLEANP3_034960	GLEANP3_034960.t1	bdenJAM81_scaffold_5	54330	55996	1	GP3.034960.5	bden_t_87937	GP3.034960.5	54330	55996	1	yes
GLEANP3_034970	GLEANP3_034970.t1	bdenJAM81_scaffold_5	143594	145236	-1	estExt_Genewise1Plus.C_50014.5	bden_t_19385	estExt_Genewise1Plus.C_50014.5	143717	145237	-1	yes
GLEANP3_034980	bdenJAM81_scaffold_5	152441	154094	1					NO_MATCH
GLEANP3_034990	GLEANP3_034990.t1	bdenJAM81_scaffold_5	154811	156287	-1	e_gw1.5.300.1.5	bden_t_10971	e_gw1.5.300.1.5	154882	155840	-1	yes
GLEANP3_035000	bdenJAM81_scaffold_5	161734	164751	-1					NO_MATCH
GLEANP3_035010	GLEANP3_035010.t1	bdenJAM81_scaffold_5	164926	170656	-1	e_gw1.5.6.1.5	bden_t_10893	e_gw1.5.6.1.5	164962	170022	-1	yes
GLEANP3_035020	GLEANP3_035020.t1	bdenJAM81_scaffold_5	171056	174445	1	GP3.035020.5	bden_t_87943	GP3.035020.5	171056	174445	1	yes
GLEANP3_035030	GLEANP3_035030.t1	bdenJAM81_scaffold_5	175114	177003	-1	estExt_Genewise1Plus.C_50029.5	bden_t_19393	estExt_Genewise1Plus.C_50029.5	175126	177003	-1	yes
GLEANP3_035040	GLEANP3_035040.t1	bdenJAM81_scaffold_5	186382	187363	-1	fgenesh1_pg.C_scaffold_5000035.5	bden_t_24319	fgenesh1_pg.C_scaffold_5000035.5	186382	187883	-1	yes
GLEANP3_035050	GLEANP3_035050.t1	bdenJAM81_scaffold_5	188142	190296	1	estExt_fgenesh1_pg.C_50035.5	bden_t_34927	estExt_fgenesh1_pg.C_50035.5	188142	190295	1	yes
GLEANP3_035060	GLEANP3_035060.t1	bdenJAM81_scaffold_5	193136	194022	1	GP3.035060.5	bden_t_87947	GP3.035060.5	193136	194022	1	yes
GLEANP3_035070	GLEANP3_035070.t1	bdenJAM81_scaffold_5	194624	196889	-1	GP3.035070.5	bden_t_87948	GP3.035070.5	194624	196889	-1	yes
GLEANP3_035080	GLEANP3_035080.t1	bdenJAM81_scaffold_5	196970	201060	-1	gw1.5.20.1.5	bden_t_330	gw1.5.20.1.5	197425	200652	-1	yes
GLEANP3_035090	GLEANP3_035090.t1	bdenJAM81_scaffold_5	206544	208110	-1	fgenesh1_pm.C_scaffold_5000014.5	bden_t_29909	fgenesh1_pm.C_scaffold_5000014.5	206578	209093	-1	yes
GLEANP3_035100	GLEANP3_035100.t1	bdenJAM81_scaffold_5	219659	221959	1	fgenesh1_pg.C_scaffold_5000049.5	bden_t_24333	fgenesh1_pg.C_scaffold_5000049.5	219659	221959	1	yes
GLEANP3_035110	GLEANP3_035110.t1	bdenJAM81_scaffold_5	262443	264808	1	estExt_fgenesh1_kg.C_50007.5	bden_t_36889	estExt_fgenesh1_kg.C_50007.5	262443	264810	1	yes
GLEANP3_035120	GLEANP3_035120.t1	bdenJAM81_scaffold_5	270545	272923	1	GP3.035120.5	bden_t_87953	GP3.035120.5	270545	272923	1	yes
GLEANP3_035130	GLEANP3_035130.t1	bdenJAM81_scaffold_5	299974	302394	1	GP3.035130.5	bden_t_87954	GP3.035130.5	299974	302394	1	yes
GLEANP3_035140	GLEANP3_035140.t1	bdenJAM81_scaffold_5	319589	321056	-1	e_gw1.5.301.1.5	bden_t_11066	e_gw1.5.301.1.5	319605	320342	-1	yes
GLEANP3_035150	GLEANP3_035150.t1	bdenJAM81_scaffold_5	321105	324057	-1	GP3.035150.5	bden_t_87956	GP3.035150.5	321105	324057	-1	yes
GLEANP3_035160	GLEANP3_035160.t1	bdenJAM81_scaffold_5	324293	329050	1	e_gw1.5.389.1.5	bden_t_11296	e_gw1.5.389.1.5	328104	329050	1	yes
GLEANP3_035170	GLEANP3_035170.t1	bdenJAM81_scaffold_5	330820	332439	1	e_gw1.5.189.1.5	bden_t_11164	e_gw1.5.189.1.5	330940	332439	1	yes
GLEANP3_035180	GLEANP3_035180.t1	bdenJAM81_scaffold_5	353538	357049	1	estExt_fgenesh1_pg.C_50082.5	bden_t_34934	estExt_fgenesh1_pg.C_50082.5	353538	357048	1	yes
GLEANP3_035190	GLEANP3_035190.t1	bdenJAM81_scaffold_5	360785	374702	-1	GP3.035190.5	bden_t_87960	GP3.035190.5	360785	374702	-1	yes
GLEANP3_035200	GLEANP3_035200.t1	bdenJAM81_scaffold_5	412100	413823	-1	estExt_fgenesh1_pg.C_50096.5	bden_t_34935	estExt_fgenesh1_pg.C_50096.5	412094	413826	-1	yes
GLEANP3_035210	GLEANP3_035210.t1	bdenJAM81_scaffold_5	413864	416765	1	e_gw1.5.86.1.5	bden_t_10944	e_gw1.5.86.1.5	414413	416712	1	yes
GLEANP3_035220	GLEANP3_035220.t1	bdenJAM81_scaffold_5	421074	422670	-1	estExt_Genewise1Plus.C_50077.5	bden_t_19408	estExt_Genewise1Plus.C_50077.5	421000	422671	-1	yes
GLEANP3_035230	GLEANP3_035230.t1	bdenJAM81_scaffold_5	424903	425979	-1	estExt_fgenesh1_pg.C_50102.5	bden_t_34938	estExt_fgenesh1_pg.C_50102.5	424904	425977	-1	yes
GLEANP3_035240	GLEANP3_035240.t1	bdenJAM81_scaffold_5	426149	436571	1	fgenesh1_pg.C_scaffold_5000105.5	bden_t_24389	fgenesh1_pg.C_scaffold_5000105.5	426149	428720	1	no
GLEANP3_035240	GLEANP3_035240.t1	bdenJAM81_scaffold_5	426149	436571	1	estExt_fgenesh1_pg.C_50104.5	bden_t_34939	estExt_fgenesh1_pg.C_50104.5	428811	436571	1	no
GLEANP3_035250	GLEANP3_035250.t1	bdenJAM81_scaffold_5	436728	439435	-1	GP3.035250.5	bden_t_87966	GP3.035250.5	436728	439435	-1	yes
GLEANP3_035260	GLEANP3_035260.t1	bdenJAM81_scaffold_5	440597	442599	-1	estExt_fgenesh1_pg.C_50107.5	bden_t_34940	estExt_fgenesh1_pg.C_50107.5	440597	442599	-1	yes
GLEANP3_035270	GLEANP3_035270.t1	bdenJAM81_scaffold_5	450255	455128	-1	fgenesh1_pg.C_scaffold_5000111.5	bden_t_24395	fgenesh1_pg.C_scaffold_5000111.5	450511	455128	-1	yes
GLEANP3_035280	GLEANP3_035280.t1	bdenJAM81_scaffold_5	456407	458540	-1	e_gw1.5.127.1.5	bden_t_11084	e_gw1.5.127.1.5	456433	457875	-1	yes
GLEANP3_035290	GLEANP3_035290.t1	bdenJAM81_scaffold_5	478927	480492	1	fgenesh1_pg.C_scaffold_5000121.5	bden_t_24405	fgenesh1_pg.C_scaffold_5000121.5	478952	480116	1	yes
GLEANP3_035300	GLEANP3_035300.t1	bdenJAM81_scaffold_5	480654	484345	-1	estExt_fgenesh1_pg.C_50120.5	bden_t_34941	estExt_fgenesh1_pg.C_50120.5	480658	484345	-1	yes
GLEANP3_035310	GLEANP3_035310.t1	bdenJAM81_scaffold_5	490827	492518	-1	estExt_fgenesh1_pg.C_50123.5	bden_t_34942	estExt_fgenesh1_pg.C_50123.5	490827	492518	-1	yes
GLEANP3_035320	GLEANP3_035320.t1	bdenJAM81_scaffold_5	493394	498796	1	estExt_fgenesh1_kg.C_50016.5	bden_t_36896	estExt_fgenesh1_kg.C_50016.5	495665	498793	1	yes
GLEANP3_035330	GLEANP3_035330.t1	bdenJAM81_scaffold_5	502158	505127	1	estExt_fgenesh1_pm.C_50024.5	bden_t_33160	estExt_fgenesh1_pm.C_50024.5	502159	505127	1	yes
GLEANP3_035340	GLEANP3_035340.t1	bdenJAM81_scaffold_5	507144	509086	1	e_gw1.5.117.1.5	bden_t_11205	e_gw1.5.117.1.5	507734	509086	1	yes
GLEANP3_035350	GLEANP3_035350.t1	bdenJAM81_scaffold_5	512536	513685	-1	GP3.035350.5	bden_t_87976	GP3.035350.5	512536	513685	-1	yes
GLEANP3_035360	GLEANP3_035360.t1	bdenJAM81_scaffold_5	525765	532034	1	GP3.035360.5	bden_t_87977	GP3.035360.5	525765	532034	1	yes
GLEANP3_035370	GLEANP3_035370.t1	bdenJAM81_scaffold_5	532048	538558	-1	estExt_fgenesh1_kg.C_50018.5	bden_t_36898	estExt_fgenesh1_kg.C_50018.5	532048	532858	-1	yes
GLEANP3_035380	GLEANP3_035380.t1	bdenJAM81_scaffold_5	542105	546828	1	GP3.035380.5	bden_t_87979	GP3.035380.5	542105	546828	1	yes
GLEANP3_035390	GLEANP3_035390.t1	bdenJAM81_scaffold_5	547188	549468	1	fgenesh1_pg.C_scaffold_5000138.5	bden_t_24422	fgenesh1_pg.C_scaffold_5000138.5	547246	549424	1	yes
GLEANP3_035400	GLEANP3_035400.t1	bdenJAM81_scaffold_5	557176	560428	1	estExt_Genewise1Plus.C_50096.5	bden_t_19415	estExt_Genewise1Plus.C_50096.5	557176	560426	1	yes
GLEANP3_035410	GLEANP3_035410.t1	bdenJAM81_scaffold_5	563305	567129	-1	GP3.035410.5	bden_t_87982	GP3.035410.5	563305	567129	-1	yes
GLEANP3_035420	GLEANP3_035420.t1	bdenJAM81_scaffold_5	567525	569199	-1	estExt_fgenesh1_pg.C_50142.5	bden_t_34950	estExt_fgenesh1_pg.C_50142.5	567572	569184	-1	yes
GLEANP3_035430	GLEANP3_035430.t1	bdenJAM81_scaffold_5	572130	575297	-1	estExt_fgenesh1_pm.C_50028.5	bden_t_33164	estExt_fgenesh1_pm.C_50028.5	574288	575296	-1	no
GLEANP3_035430	GLEANP3_035430.t1	bdenJAM81_scaffold_5	572130	575297	-1	estExt_fgenesh1_kg.C_50020.5	bden_t_36900	estExt_fgenesh1_kg.C_50020.5	571915	574304	1	no
GLEANP3_035440	GLEANP3_035440.t1	bdenJAM81_scaffold_5	578697	580081	-1	GP3.035440.5	bden_t_87985	GP3.035440.5	578697	580081	-1	yes
GLEANP3_035450	GLEANP3_035450.t1	bdenJAM81_scaffold_5	580915	586414	-1	gw1.5.87.1.5	bden_t_1044	gw1.5.87.1.5	581853	585288	-1	yes
GLEANP3_035460	GLEANP3_035460.t1	bdenJAM81_scaffold_5	589078	590222	1	GP3.035460.5	bden_t_87987	GP3.035460.5	589078	590222	1	yes
GLEANP3_035470	GLEANP3_035470.t1	bdenJAM81_scaffold_5	590346	595475	1	estExt_fgenesh1_kg.C_50022.5	bden_t_36902	estExt_fgenesh1_kg.C_50022.5	594462	595475	1	yes
GLEANP3_035480	GLEANP3_035480.t1	bdenJAM81_scaffold_5	595880	597533	1	GP3.035480.5	bden_t_87989	GP3.035480.5	595880	597533	1	yes
GLEANP3_035490	GLEANP3_035490.t1	bdenJAM81_scaffold_5	596990	601891	-1	GP3.035480.5	bden_t_87989	GP3.035480.5	595880	597533	1	no
GLEANP3_035490	GLEANP3_035490.t1	bdenJAM81_scaffold_5	596990	601891	-1	e_gw1.5.102.1.5	bden_t_10941	e_gw1.5.102.1.5	597786	599507	-1	no
GLEANP3_035500	GLEANP3_035500.t1	bdenJAM81_scaffold_5	610804	615346	-1	GP3.035500.5	bden_t_87991	GP3.035500.5	610804	615346	-1	yes
GLEANP3_035510	GLEANP3_035510.t1	bdenJAM81_scaffold_5	615490	618909	1	GP3.035510.5	bden_t_87992	GP3.035510.5	615490	618909	1	yes
GLEANP3_035520	GLEANP3_035520.t1	bdenJAM81_scaffold_5	630137	631257	-1	estExt_fgenesh1_kg.C_50024.5	bden_t_36904	estExt_fgenesh1_kg.C_50024.5	630144	631257	-1	yes
GLEANP3_035530	GLEANP3_035530.t1	bdenJAM81_scaffold_5	647196	648626	1	estExt_fgenesh1_pm.C_50035.5	bden_t_33168	estExt_fgenesh1_pm.C_50035.5	647382	648626	1	yes
GLEANP3_035540	GLEANP3_035540.t1	bdenJAM81_scaffold_5	654386	656912	1	estExt_Genewise1Plus.C_50122.5	bden_t_19424	estExt_Genewise1Plus.C_50122.5	654386	656910	1	yes
GLEANP3_035550	GLEANP3_035550.t1	bdenJAM81_scaffold_5	660990	662864	1	estExt_fgenesh1_pg.C_50174.5	bden_t_34961	estExt_fgenesh1_pg.C_50174.5	660990	663324	1	yes
GLEANP3_035560	GLEANP3_035560.t1	bdenJAM81_scaffold_5	663503	668080	-1	gw1.5.91.1.5	bden_t_1105	gw1.5.91.1.5	665392	667748	-1	yes
GLEANP3_035570	GLEANP3_035570.t1	bdenJAM81_scaffold_5	669818	670572	-1	GP3.035570.5	bden_t_87998	GP3.035570.5	669818	670572	-1	yes
GLEANP3_035580	GLEANP3_035580.t1	bdenJAM81_scaffold_5	671335	675122	-1	GP3.035580.5	bden_t_87999	GP3.035580.5	671335	675122	-1	yes
GLEANP3_035590	GLEANP3_035590.t1	bdenJAM81_scaffold_5	680443	683767	1	GP3.035590.5	bden_t_88000	GP3.035590.5	680443	683767	1	yes
GLEANP3_035600	GLEANP3_035600.t1	bdenJAM81_scaffold_5	683801	686930	-1	GP3.035600.5	bden_t_88001	GP3.035600.5	683801	686930	-1	yes
GLEANP3_035610	GLEANP3_035610.t1	bdenJAM81_scaffold_5	687830	689848	1	gw1.5.386.1.5	bden_t_6472	gw1.5.386.1.5	688701	689288	1	yes
GLEANP3_035620	GLEANP3_035620.t1	bdenJAM81_scaffold_5	690863	692947	-1	estExt_fgenesh1_pg.C_50184.5	bden_t_34964	estExt_fgenesh1_pg.C_50184.5	690863	692947	-1	yes
GLEANP3_035630	GLEANP3_035630.t1	bdenJAM81_scaffold_5	694099	698169	1	fgenesh1_pm.C_scaffold_5000039.5	bden_t_29934	fgenesh1_pm.C_scaffold_5000039.5	694099	698064	1	yes
GLEANP3_035640	GLEANP3_035640.t1	bdenJAM81_scaffold_5	703179	704663	1	estExt_fgenesh1_kg.C_50030.5	bden_t_36910	estExt_fgenesh1_kg.C_50030.5	703388	704645	1	yes
GLEANP3_035650	GLEANP3_035650.t1	bdenJAM81_scaffold_5	704959	708506	1	GP3.035650.5	bden_t_88006	GP3.035650.5	704959	708506	1	yes
GLEANP3_035660	GLEANP3_035660.t1	bdenJAM81_scaffold_5	711785	716482	-1	GP3.035660.5	bden_t_88007	GP3.035660.5	711785	716482	-1	yes
GLEANP3_035670	GLEANP3_035670.t1	bdenJAM81_scaffold_5	716900	718343	-1	estExt_fgenesh1_pg.C_50194.5	bden_t_34968	estExt_fgenesh1_pg.C_50194.5	716900	718343	-1	yes
GLEANP3_035680	GLEANP3_035680.t1	bdenJAM81_scaffold_5	718570	722392	1	fgenesh1_pg.C_scaffold_5000197.5	bden_t_24481	fgenesh1_pg.C_scaffold_5000197.5	718570	722298	1	yes
GLEANP3_035690	GLEANP3_035690.t1	bdenJAM81_scaffold_5	722835	725060	-1	GP3.035690.5	bden_t_88010	GP3.035690.5	722835	725060	-1	yes
GLEANP3_035700	GLEANP3_035700.t1	bdenJAM81_scaffold_5	725198	726844	-1	GP3.035700.5	bden_t_88011	GP3.035700.5	725198	726844	-1	yes
GLEANP3_035710	GLEANP3_035710.t1	bdenJAM81_scaffold_5	731890	734838	1	e_gw1.5.73.1.5	bden_t_11136	e_gw1.5.73.1.5	731920	734838	1	yes
GLEANP3_035720	GLEANP3_035720.t1	bdenJAM81_scaffold_5	734907	737507	1	estExt_fgenesh1_pm.C_50045.5	bden_t_33174	estExt_fgenesh1_pm.C_50045.5	734907	737507	1	yes
GLEANP3_035730	GLEANP3_035730.t1	bdenJAM81_scaffold_5	737497	738334	-1	e_gw1.5.358.1.5	bden_t_11110	e_gw1.5.358.1.5	737567	738334	-1	no
GLEANP3_035730	GLEANP3_035730.t1	bdenJAM81_scaffold_5	737497	738334	-1	estExt_fgenesh1_pm.C_50045.5	bden_t_33174	estExt_fgenesh1_pm.C_50045.5	734907	737507	1	no
GLEANP3_035740	GLEANP3_035740.t1	bdenJAM81_scaffold_5	743549	745819	-1	fgenesh1_pg.C_scaffold_5000205.5	bden_t_24489	fgenesh1_pg.C_scaffold_5000205.5	743606	745389	-1	yes
GLEANP3_035750	GLEANP3_035750.t1	bdenJAM81_scaffold_5	749845	757619	1	estExt_Genewise1.C_50170.5	bden_t_16482	estExt_Genewise1.C_50170.5	754680	757807	1	no
GLEANP3_035750	GLEANP3_035750.t1	bdenJAM81_scaffold_5	749845	757619	1	fgenesh1_pg.C_scaffold_5000208.5	bden_t_24492	fgenesh1_pg.C_scaffold_5000208.5	749926	754235	1	no
GLEANP3_035760	GLEANP3_035760.t1	bdenJAM81_scaffold_5	761843	763550	1	gw1.5.400.1.5	bden_t_6620	gw1.5.400.1.5	762903	763217	1	yes
GLEANP3_035770	GLEANP3_035770.t1	bdenJAM81_scaffold_5	767962	769389	1	estExt_fgenesh1_pm.C_50051.5	bden_t_33177	estExt_fgenesh1_pm.C_50051.5	767962	769389	1	yes
GLEANP3_035780	GLEANP3_035780.t1	bdenJAM81_scaffold_5	771956	773416	-1	estExt_Genewise1Plus.C_50177.5	bden_t_19447	estExt_Genewise1Plus.C_50177.5	772070	773416	-1	yes
GLEANP3_035790	bdenJAM81_scaffold_5	776323	782130	1					NO_MATCH
GLEANP3_035800	GLEANP3_035800.t1	bdenJAM81_scaffold_5	786882	788936	1	fgenesh1_pg.C_scaffold_5000223.5	bden_t_24507	fgenesh1_pg.C_scaffold_5000223.5	786882	788831	1	yes
GLEANP3_035810	GLEANP3_035810.t1	bdenJAM81_scaffold_5	788984	793930	1	estExt_Genewise1Plus.C_50180.5	bden_t_19449	estExt_Genewise1Plus.C_50180.5	790120	793930	1	yes
GLEANP3_035820	GLEANP3_035820.t1	bdenJAM81_scaffold_5	794360	797180	-1	estExt_Genewise1Plus.C_50182.5	bden_t_19451	estExt_Genewise1Plus.C_50182.5	793965	797180	-1	yes
GLEANP3_035830	GLEANP3_035830.t1	bdenJAM81_scaffold_5	798093	801430	-1	GP3.035830.5	bden_t_88024	GP3.035830.5	798093	801430	-1	yes
GLEANP3_035840	GLEANP3_035840.t1	bdenJAM81_scaffold_5	801607	802911	1	gw1.5.284.1.5	bden_t_4512	gw1.5.284.1.5	801859	802884	1	yes
GLEANP3_035850	GLEANP3_035850.t1	bdenJAM81_scaffold_5	811017	823670	-1	GP3.039430.5	bden_t_88384	GP3.039430.5	810326	811030	1	no
GLEANP3_035850	GLEANP3_035850.t1	bdenJAM81_scaffold_5	811017	823670	-1	estExt_fgenesh1_pg.C_50228.5	bden_t_34978	estExt_fgenesh1_pg.C_50228.5	811100	823668	-1	no
GLEANP3_035860	GLEANP3_035860.t1	bdenJAM81_scaffold_5	823824	826858	1	GP3.035860.5	bden_t_88027	GP3.035860.5	823824	826858	1	yes
GLEANP3_035870	GLEANP3_035870.t1	bdenJAM81_scaffold_5	826985	828883	1	estExt_fgenesh1_pg.C_50230.5	bden_t_34979	estExt_fgenesh1_pg.C_50230.5	826977	828880	1	yes
GLEANP3_035880	GLEANP3_035880.t1	bdenJAM81_scaffold_5	830635	834499	1	estExt_fgenesh1_kg.C_50037.5	bden_t_36914	estExt_fgenesh1_kg.C_50037.5	833753	834499	1	yes
GLEANP3_035890	GLEANP3_035890.t1	bdenJAM81_scaffold_5	835648	837667	-1	fgenesh1_pg.C_scaffold_5000235.5	bden_t_24519	fgenesh1_pg.C_scaffold_5000235.5	835648	837667	-1	yes
GLEANP3_035900	GLEANP3_035900.t1	bdenJAM81_scaffold_5	841641	844306	1	estExt_fgenesh1_pg.C_50237.5	bden_t_34981	estExt_fgenesh1_pg.C_50237.5	841641	844306	1	yes
GLEANP3_035910	GLEANP3_035910.t1	bdenJAM81_scaffold_5	846622	848173	1	estExt_fgenesh1_pg.C_50239.5	bden_t_34982	estExt_fgenesh1_pg.C_50239.5	846622	848173	1	yes
GLEANP3_035920	GLEANP3_035920.t1	bdenJAM81_scaffold_5	848742	851899	1	e_gw1.5.82.1.5	bden_t_11033	e_gw1.5.82.1.5	849054	851899	1	yes
GLEANP3_035930	GLEANP3_035930.t1	bdenJAM81_scaffold_5	864677	867405	1	estExt_fgenesh1_pg.C_50246.5	bden_t_34983	estExt_fgenesh1_pg.C_50246.5	862270	867405	1	yes
GLEANP3_035940	GLEANP3_035940.t1	bdenJAM81_scaffold_5	880604	881779	1	GP3.035940.5	bden_t_88035	GP3.035940.5	880604	881779	1	yes
GLEANP3_035950	GLEANP3_035950.t1	bdenJAM81_scaffold_5	881840	884121	-1	gw1.5.131.1.5	bden_t_1805	gw1.5.131.1.5	882230	883817	-1	yes
GLEANP3_035960	GLEANP3_035960.t1	bdenJAM81_scaffold_5	884252	885360	1	estExt_fgenesh1_kg.C_50042.5	bden_t_36919	estExt_fgenesh1_kg.C_50042.5	884254	885360	1	yes
GLEANP3_035970	GLEANP3_035970.t1	bdenJAM81_scaffold_5	888116	891277	-1	GP3.035970.5	bden_t_88038	GP3.035970.5	888116	891277	-1	yes
GLEANP3_035980	GLEANP3_035980.t1	bdenJAM81_scaffold_5	892423	893675	-1	e_gw1.5.367.1.5	bden_t_11061	e_gw1.5.367.1.5	892565	893675	-1	yes
GLEANP3_035990	GLEANP3_035990.t1	bdenJAM81_scaffold_5	893871	896338	-1	estExt_fgenesh1_pg.C_50259.5	bden_t_34989	estExt_fgenesh1_pg.C_50259.5	893871	896338	-1	yes
GLEANP3_036000	GLEANP3_036000.t1	bdenJAM81_scaffold_5	902553	904557	-1	e_gw1.5.218.1.5	bden_t_11021	e_gw1.5.218.1.5	902577	904227	-1	yes
GLEANP3_036010	GLEANP3_036010.t1	bdenJAM81_scaffold_5	908106	910780	1	estExt_Genewise1Plus.C_50224.5	bden_t_19474	estExt_Genewise1Plus.C_50224.5	908105	912526	1	yes
GLEANP3_036020	GLEANP3_036020.t1	bdenJAM81_scaffold_5	910856	912538	1	estExt_Genewise1Plus.C_50224.5	bden_t_19474	estExt_Genewise1Plus.C_50224.5	908105	912526	1	yes
GLEANP3_036030	GLEANP3_036030.t1	bdenJAM81_scaffold_5	919294	920506	1	GP3.036030.5	bden_t_88044	GP3.036030.5	919294	920506	1	yes
GLEANP3_036040	GLEANP3_036040.t1	bdenJAM81_scaffold_5	920831	922821	1	GP3.036040.5	bden_t_88045	GP3.036040.5	920831	922821	1	yes
GLEANP3_036050	GLEANP3_036050.t1	bdenJAM81_scaffold_5	922900	926297	-1	fgenesh1_pg.C_scaffold_5000272.5	bden_t_24556	fgenesh1_pg.C_scaffold_5000272.5	923025	925685	-1	yes
GLEANP3_036060	GLEANP3_036060.t1	bdenJAM81_scaffold_5	935512	936717	-1	estExt_fgenesh1_kg.C_50045.5	bden_t_36922	estExt_fgenesh1_kg.C_50045.5	935514	936717	-1	yes
GLEANP3_036070	GLEANP3_036070.t1	bdenJAM81_scaffold_5	949742	950733	-1	GP3.036070.5	bden_t_88048	GP3.036070.5	949742	950733	-1	yes
GLEANP3_036080	GLEANP3_036080.t1	bdenJAM81_scaffold_5	956414	957667	-1	estExt_Genewise1Plus.C_50232.5	bden_t_19476	estExt_Genewise1Plus.C_50232.5	956419	957667	-1	yes
GLEANP3_036090	GLEANP3_036090.t1	bdenJAM81_scaffold_5	959863	960576	1	gw1.5.375.1.5	bden_t_6133	gw1.5.375.1.5	959892	960485	1	yes
GLEANP3_036100	GLEANP3_036100.t1	bdenJAM81_scaffold_5	973731	978581	1	e_gw1.5.124.1.5	bden_t_10996	e_gw1.5.124.1.5	975303	976454	1	yes
GLEANP3_036110	GLEANP3_036110.t1	bdenJAM81_scaffold_5	980800	981940	1	GP3.036110.5	bden_t_88052	GP3.036110.5	980800	981940	1	yes
GLEANP3_036120	GLEANP3_036120.t1	bdenJAM81_scaffold_5	982716	983980	1	e_gw1.5.316.1.5	bden_t_11154	e_gw1.5.316.1.5	983040	983825	1	yes
GLEANP3_036130	GLEANP3_036130.t1	bdenJAM81_scaffold_5	985003	986405	1	estExt_fgenesh1_pm.C_50066.5	bden_t_33190	estExt_fgenesh1_pm.C_50066.5	985063	986469	1	yes
GLEANP3_036140	GLEANP3_036140.t1	bdenJAM81_scaffold_5	989541	992495	-1	estExt_Genewise1Plus.C_50244.5	bden_t_19483	estExt_Genewise1Plus.C_50244.5	989541	991480	-1	yes
GLEANP3_036150	GLEANP3_036150.t1	bdenJAM81_scaffold_5	992557	994192	-1	GP3.036150.5	bden_t_88056	GP3.036150.5	992557	994192	-1	yes
GLEANP3_036160	bdenJAM81_scaffold_5	995594	997163	1					NO_MATCH
GLEANP3_036170	GLEANP3_036170.t1	bdenJAM81_scaffold_5	998285	999957	1	estExt_fgenesh1_pg.C_50298.5	bden_t_35002	estExt_fgenesh1_pg.C_50298.5	998284	999957	1	yes
GLEANP3_036180	GLEANP3_036180.t1	bdenJAM81_scaffold_5	1000077	1001999	-1	estExt_fgenesh1_pg.C_50299.5	bden_t_35003	estExt_fgenesh1_pg.C_50299.5	1000077	1001999	-1	yes
GLEANP3_036190	GLEANP3_036190.t1	bdenJAM81_scaffold_5	1002375	1004511	-1	estExt_fgenesh1_kg.C_50051.5	bden_t_36927	estExt_fgenesh1_kg.C_50051.5	1002375	1004521	-1	yes
GLEANP3_036200	GLEANP3_036200.t1	bdenJAM81_scaffold_5	1019251	1022523	-1	estExt_fgenesh1_pg.C_50307.5	bden_t_35005	estExt_fgenesh1_pg.C_50307.5	1019167	1022523	-1	yes
GLEANP3_036210	GLEANP3_036210.t1	bdenJAM81_scaffold_5	1022767	1024782	-1	fgenesh1_pg.C_scaffold_5000311.5	bden_t_24595	fgenesh1_pg.C_scaffold_5000311.5	1022960	1025037	-1	yes
GLEANP3_036220	GLEANP3_036220.t1	bdenJAM81_scaffold_5	1037084	1038695	1	GP3.036220.5	bden_t_88063	GP3.036220.5	1037084	1038695	1	yes
GLEANP3_036230	GLEANP3_036230.t1	bdenJAM81_scaffold_5	1039222	1043990	1	GP3.036230.5	bden_t_88064	GP3.036230.5	1039222	1043990	1	yes
GLEANP3_036240	GLEANP3_036240.t1	bdenJAM81_scaffold_5	1044463	1046442	1	GP3.036240.5	bden_t_88065	GP3.036240.5	1044463	1046442	1	yes
GLEANP3_036250	GLEANP3_036250.t1	bdenJAM81_scaffold_5	1046702	1048776	1	fgenesh1_pg.C_scaffold_5000316.5	bden_t_24600	fgenesh1_pg.C_scaffold_5000316.5	1046702	1048776	1	yes
GLEANP3_036260	GLEANP3_036260.t1	bdenJAM81_scaffold_5	1049303	1050010	1	e_gw1.5.414.1.5	bden_t_11195	e_gw1.5.414.1.5	1049319	1049693	1	yes
GLEANP3_036270	GLEANP3_036270.t1	bdenJAM81_scaffold_5	1054112	1055043	1	e_gw1.5.355.1.5	bden_t_11284	e_gw1.5.355.1.5	1053786	1055021	1	yes
GLEANP3_036280	GLEANP3_036280.t1	bdenJAM81_scaffold_5	1060809	1062080	1	gw1.5.369.1.5	bden_t_6086	gw1.5.369.1.5	1060947	1061759	1	yes
GLEANP3_036290	GLEANP3_036290.t1	bdenJAM81_scaffold_5	1062143	1065235	-1	GP3.036290.5	bden_t_88070	GP3.036290.5	1062143	1065235	-1	yes
GLEANP3_036300	GLEANP3_036300.t1	bdenJAM81_scaffold_5	1066588	1069235	1	gw1.5.111.1.5	bden_t_1352	gw1.5.111.1.5	1066657	1068903	1	yes
GLEANP3_036310	GLEANP3_036310.t1	bdenJAM81_scaffold_5	1069645	1072751	-1	e_gw1.5.170.1.5	bden_t_11291	e_gw1.5.170.1.5	1069991	1071181	-1	yes
GLEANP3_036320	GLEANP3_036320.t1	bdenJAM81_scaffold_5	1075935	1077808	-1	estExt_fgenesh1_pg.C_50323.5	bden_t_35007	estExt_fgenesh1_pg.C_50323.5	1073093	1077812	-1	yes
GLEANP3_036330	GLEANP3_036330.t1	bdenJAM81_scaffold_5	1082391	1083918	-1	GP3.036330.5	bden_t_88074	GP3.036330.5	1082391	1083918	-1	yes
